,word,target
1292,roundeye,Negative
1293,retarded,Negative
1294,mastabate,Negative
1295,disturbed,Negative
1296,kunnilingus,Negative
1297,bung hole,Negative
1298,pee-pee,Negative
1299,camwhore,Negative
1300,satan,Negative
1301,lowlife,Negative
1302,tubgirl,Negative
1303,fucks,Negative
1304,diseases,Negative
1305,blow your l,Negative
1306,krap,Negative
1307,addicts,Negative
1308,snatchpatch,Negative
1309,bra,Negative
1310,poontang,Negative
1311,snatch,Negative
1312,pussypounder,Negative
1313,shit,Negative
1314,knife,Negative
1315,pu55i,Negative
1316,footaction,Negative
1317,footlicker,Negative
1318,bimbos,Negative
1319,mothafuckaz,Negative
1320,pussycat,Negative
1321,fucking,Negative
1322,funfuck,Negative
1323,piece of shit,Negative
1324,boang,Negative
1325,nipple,Negative
1326,fuckit,Negative
1327,shoot,Negative
1328,quim,Negative
1329,booty call,Negative
1330,slutting,Negative
1331,coitus,Negative
1332,tit,Negative
1333,spermherder,Negative
1334,raging boner,Negative
1335,buttfucker,Negative
1336,quickie,Negative
1337,grope,Negative
1338,skum,Negative
1339,rectum,Negative
1340,kanake,Negative
1341,soviet,Negative
1342,lies,Negative
1343,honkers,Negative
1344,chinky,Negative
1345,dingleberry,Negative
1346,shota,Negative
1347,hillbillies,Negative
1348,godammit,Negative
1349,fugly,Negative
1350,nasty,Negative
1351,ejaculation,Negative
1352,waysted,Negative
1353,carpetmuncher,Negative
1354,nastybitch,Negative
1355,camel toe,Negative
1356,strappado,Negative
1357,jew,Negative
1358,limpdick,Negative
1359,heroin,Negative
1360,panty,Negative
1361,polack,Negative
1362,pornprincess,Negative
1363,gonorrehea,Negative
1364,meatbeatter,Negative
1365,crotchmonkey,Negative
1366,topless,Negative
1367,shithappens,Negative
1368,foot fetish,Negative
1369,canadian,Negative
1370,amateur,Negative
1371,uck,Negative
1372,whitenigger,Negative
1373,niger,Negative
1374,bigger,Negative
1375,squaw,Negative
1376,hand job,Negative
1377,buttbang,Negative
1378,titty,Negative
1379,gypo,Negative
1380,defecate,Negative
1381,kock,Negative
1382,niggaracci,Negative
1383,pussyfucker,Negative
1384,corruption,Negative
1385,girls gone wild,Negative
1386,boobs,Negative
1387,ejaculated,Negative
1388,shitface,Negative
1389,autoerotic,Negative
1390,creamy,Negative
1391,bible,Negative
1392,fckcum,Negative
1393,knockers,Negative
1394,fucck,Negative
1395,whorehouse,Negative
1396,cocksmoker,Negative
1397,queer,Negative
1398,cocklover,Negative
1399,assblaster,Negative
1400,bombing,Negative
1401,hooters,Negative
1402,forni,Negative
1403,kike,Negative
1404,hapa,Negative
1405,bazooms,Negative
1406,vulva,Negative
1407,failure,Negative
1408,racial,Negative
1409,fuckfreak,Negative
1410,snot,Negative
1411,cuntsucker,Negative
1412,fingerfucked ,Negative
1413,scallywag,Negative
1414,pixy,Negative
1415,kkk,Negative
1416,mastabater,Negative
1417,byatch,Negative
1418,whigger,Negative
1419,sos,Negative
1420,pussy,Negative
1421,group sex,Negative
1422,attack,Negative
1423,fucktard,Negative
1424,nook,Negative
1425,marijuana,Negative
1426,filipina,Negative
1427,asscowboy,Negative
1428,fatso,Negative
1429,spit,Negative
1430,bazongas,Negative
1431,chickslick,Negative
1432,joint,Negative
1433,niggards,Negative
1434,cockblocker,Negative
1435,gob,Negative
1436,lingerie,Negative
1437,anal,Negative
1438,headlights,Negative
1439,dike,Negative
1440,pegging,Negative
1441,kaffre,Negative
1442,taste my,Negative
1443,crack-whore,Negative
1444,lynch,Negative
1445,tub girl,Negative
1446,bullshit,Negative
1447,explosion,Negative
1448,black,Negative
1449,homosexual,Negative
1450,fucked,Negative
1451,showtime,Negative
1452,lesbin,Negative
1453,kid,Negative
1454,fellatio,Negative
1455,nudger,Negative
1456,women's,Negative
1457,boonga,Negative
1458,choad,Negative
1459,assault,Negative
1460,cra5h,Negative
1461,tuckahoe,Negative
1462,fingerfucking ,Negative
1463,hijacker,Negative
1464,athletesfoot,Negative
1465,pom,Negative
1466,livesex,Negative
1467,hostage,Negative
1468,cocknob,Negative
1469,nude,Negative
1470,hard core,Negative
1471,fuckbag,Negative
1472,hobo,Negative
1473,itch,Negative
1474,gyp,Negative
1475,kyke,Negative
1476,pros,Negative
1477,stupid,Negative
1478,radicals,Negative
1479,figging,Negative
1480,fuckfest,Negative
1481,hottotrot,Negative
1482,kinbaku,Negative
1483,sexhouse,Negative
1484,violet wand,Negative
1485,analsex,Negative
1486,nigga,Negative
1487,nittit,Negative
1488,jiz ,Negative
1489,suckmydick,Negative
1490,pussies,Negative
1491,hotdamn,Negative
1492,assfucker,Negative
1493,jizim,Negative
1494,pixie,Negative
1495,kum,Negative
1496,cemetery,Negative
1497,rigger,Negative
1498,ethical slut,Negative
1499,dolcett,Negative
1500,ejaculating ,Negative
1501,babe,Negative
1502,cumquat,Negative
1503,eatpussy,Negative
1504,phuk,Negative
1505,givehead,Negative
1506,drunk,Negative
1507,phukking,Negative
1508,shiteater,Negative
1509,catholic,Negative
1510,hooker,Negative
1511,cocksuck ,Negative
1512,cocksucker,Negative
1513,ball kicking,Negative
1514,fuckyou,Negative
1515,crappy,Negative
1516,feltching,Negative
1517,mideast,Negative
1518,ecstacy,Negative
1519,ribbed,Negative
1520,dog style,Negative
1521,interracial,Negative
1522,tongue in a,Negative
1523,pocha,Negative
1524,skankywhore,Negative
1525,pu55y,Negative
1526,motherfuckings,Negative
1527,piker,Negative
1528,peepshow,Negative
1529,jap,Negative
1530,yiffy,Negative
1531,tongethruster,Negative
1532,nigger's,Negative
1533,breastlover,Negative
1534,stroke,Negative
1535,twobitwhore,Negative
1536,shits,Negative
1537,israel's,Negative
1538,jerkoff,Negative
1539,bullet vibe,Negative
1540,assassinate,Negative
1541,killed,Negative
1542,pocketpool,Negative
1543,whacker,Negative
1544,wtf,Negative
1545,barf,Negative
1546,juggalo,Negative
1547,negro,Negative
1548,spick,Negative
1549,gyppy,Negative
1550,nymph,Negative
1551,snigger's,Negative
1552,violence,Negative
1553,lovemuscle,Negative
1554,dago,Negative
1555,feces,Negative
1556,booty,Negative
1557,niggers,Negative
1558,shitter,Negative
1559,sodomy,Negative
1560,hussy,Negative
1561,pisspig,Negative
1562,coprophilia,Negative
1563,christian,Negative
1564,pimped,Negative
1565,boob,Negative
1566,breast,Negative
1567,sperm,Negative
1568,coloured,Negative
1569,redlight,Negative
1570,blacks,Negative
1571,orga,Negative
1572,bumblefuck,Negative
1573,mams,Negative
1574,slavedriver,Negative
1575,killing,Negative
1576,uptheass,Negative
1577,bestial,Negative
1578,sweetness,Negative
1579,heeb,Negative
1580,piccaninny,Negative
1581,pot,Negative
1582,honk,Negative
1583,jizjuice,Negative
1584,fuc,Negative
1585,nignog,Negative
1586,mgger,Negative
1587,sexing,Negative
1588,virginbreaker,Negative
1589,samckdaddy,Negative
1590,masterblaster,Negative
1591,heterosexual,Negative
1592,jigger ,Negative
1593,blowjob,Negative
1594,lovegun,Negative
1595,shitstain,Negative
1596,spank,Negative
1597,hiv,Negative
1598,lesbain,Negative
1599,mad,Negative
1600,sniggers,Negative
1601,jizm ,Negative
1602,testicle,Negative
1603,ball sucking,Negative
1604,dragqween,Negative
1605,guro,Negative
1606,pubic,Negative
1607,titfuckin,Negative
1608,moneyshot,Negative
1609,camslut,Negative
1610,bountybar,Negative
1611,assklown,Negative
1612,cocky,Negative
1613,transsexual,Negative
1614,unfuckable,Negative
1615,bestiality,Negative
1616,cocklicker,Negative
1617,2-faced,Negative
1618,2-faces,Negative
1619,abnormal,Negative
1620,abolish,Negative
1621,abominable,Negative
1622,abominably,Negative
1623,abominate,Negative
1624,abomination,Negative
1625,abort,Negative
1626,aborted,Negative
1627,aborts,Negative
1628,abrade,Negative
1629,abrasive,Negative
1630,abrupt,Negative
1631,abruptly,Negative
1632,abscond,Negative
1633,absence,Negative
1634,absent-minded,Negative
1635,absentee,Negative
1636,absurd,Negative
1637,absurdity,Negative
1638,absurdly,Negative
1639,absurdness,Negative
1640,abuse,Negative
1641,abused,Negative
1642,abuses,Negative
1643,abusive,Negative
1644,abysmal,Negative
1645,abysmally,Negative
1646,abyss,Negative
1647,accidental,Negative
1648,accost,Negative
1649,accursed,Negative
1650,accusation,Negative
1651,accusations,Negative
1652,accuse,Negative
1653,accuses,Negative
1654,accusing,Negative
1655,accusingly,Negative
1656,acerbate,Negative
1657,acerbic,Negative
1658,acerbically,Negative
1659,ache,Negative
1660,ached,Negative
1661,aches,Negative
1662,achey,Negative
1663,aching,Negative
1664,acrid,Negative
1665,acridly,Negative
1666,acridness,Negative
1667,acrimonious,Negative
1668,acrimoniously,Negative
1669,acrimony,Negative
1670,adamant,Negative
1671,adamantly,Negative
1672,addict,Negative
1673,addicted,Negative
1674,addicting,Negative
1675,addicts,Negative
1676,admonish,Negative
1677,admonisher,Negative
1678,admonishingly,Negative
1679,admonishment,Negative
1680,admonition,Negative
1681,adulterate,Negative
1682,adulterated,Negative
1683,adulteration,Negative
1684,adulterier,Negative
1685,adversarial,Negative
1686,adversary,Negative
1687,adverse,Negative
1688,adversity,Negative
1689,afflict,Negative
1690,affliction,Negative
1691,afflictive,Negative
1692,affront,Negative
1693,afraid,Negative
1694,aggravate,Negative
1695,aggravating,Negative
1696,aggravation,Negative
1697,aggression,Negative
1698,aggressive,Negative
1699,aggressiveness,Negative
1700,aggressor,Negative
1701,aggrieve,Negative
1702,aggrieved,Negative
1703,aggrivation,Negative
1704,aghast,Negative
1705,agonies,Negative
1706,agonize,Negative
1707,agonizing,Negative
1708,agonizingly,Negative
1709,agony,Negative
1710,aground,Negative
1711,ail,Negative
1712,ailing,Negative
1713,ailment,Negative
1714,aimless,Negative
1715,alarm,Negative
1716,alarmed,Negative
1717,alarming,Negative
1718,alarmingly,Negative
1719,alienate,Negative
1720,alienated,Negative
1721,alienation,Negative
1722,allegation,Negative
1723,allegations,Negative
1724,allege,Negative
1725,allergic,Negative
1726,allergies,Negative
1727,allergy,Negative
1728,aloof,Negative
1729,altercation,Negative
1730,ambiguity,Negative
1731,ambiguous,Negative
1732,ambivalence,Negative
1733,ambivalent,Negative
1734,ambush,Negative
1735,amiss,Negative
1736,amputate,Negative
1737,anarchism,Negative
1738,anarchist,Negative
1739,anarchistic,Negative
1740,anarchy,Negative
1741,anemic,Negative
1742,anger,Negative
1743,angrily,Negative
1744,angriness,Negative
1745,angry,Negative
1746,anguish,Negative
1747,animosity,Negative
1748,annihilate,Negative
1749,annihilation,Negative
1750,annoy,Negative
1751,annoyance,Negative
1752,annoyances,Negative
1753,annoyed,Negative
1754,annoying,Negative
1755,annoyingly,Negative
1756,annoys,Negative
1757,anomalous,Negative
1758,anomaly,Negative
1759,antagonism,Negative
1760,antagonist,Negative
1761,antagonistic,Negative
1762,antagonize,Negative
1763,anti-,Negative
1764,anti-american,Negative
1765,anti-israeli,Negative
1766,anti-occupation,Negative
1767,anti-proliferation,Negative
1768,anti-semites,Negative
1769,anti-social,Negative
1770,anti-us,Negative
1771,anti-white,Negative
1772,antipathy,Negative
1773,antiquated,Negative
1774,antithetical,Negative
1775,anxieties,Negative
1776,anxiety,Negative
1777,anxious,Negative
1778,anxiously,Negative
1779,anxiousness,Negative
1780,apathetic,Negative
1781,apathetically,Negative
1782,apathy,Negative
1783,apocalypse,Negative
1784,apocalyptic,Negative
1785,apologist,Negative
1786,apologists,Negative
1787,appal,Negative
1788,appall,Negative
1789,appalled,Negative
1790,appalling,Negative
1791,appallingly,Negative
1792,apprehension,Negative
1793,apprehensions,Negative
1794,apprehensive,Negative
1795,apprehensively,Negative
1796,arbitrary,Negative
1797,arcane,Negative
1798,archaic,Negative
1799,arduous,Negative
1800,arduously,Negative
1801,argumentative,Negative
1802,arrogance,Negative
1803,arrogant,Negative
1804,arrogantly,Negative
1805,ashamed,Negative
1806,asinine,Negative
1807,asininely,Negative
1808,asinininity,Negative
1809,askance,Negative
1810,asperse,Negative
1811,aspersion,Negative
1812,aspersions,Negative
1813,assail,Negative
1814,assassin,Negative
1815,assassinate,Negative
1816,assault,Negative
1817,assult,Negative
1818,astray,Negative
1819,asunder,Negative
1820,atrocious,Negative
1821,atrocities,Negative
1822,atrocity,Negative
1823,atrophy,Negative
1824,attack,Negative
1825,attacks,Negative
1826,audacious,Negative
1827,audaciously,Negative
1828,audaciousness,Negative
1829,audacity,Negative
1830,audiciously,Negative
1831,austere,Negative
1832,authoritarian,Negative
1833,autocrat,Negative
1834,autocratic,Negative
1835,avalanche,Negative
1836,avarice,Negative
1837,avaricious,Negative
1838,avariciously,Negative
1839,avenge,Negative
1840,averse,Negative
1841,aversion,Negative
1842,aweful,Negative
1843,awful,Negative
1844,awfully,Negative
1845,awfulness,Negative
1846,awkward,Negative
1847,awkwardness,Negative
1848,ax,Negative
1849,babble,Negative
1850,back-logged,Negative
1851,back-wood,Negative
1852,back-woods,Negative
1853,backache,Negative
1854,backaches,Negative
1855,backaching,Negative
1856,backbite,Negative
1857,backbiting,Negative
1858,backward,Negative
1859,backwardness,Negative
1860,backwood,Negative
1861,backwoods,Negative
1862,bad,Negative
1863,badly,Negative
1864,baffle,Negative
1865,baffled,Negative
1866,bafflement,Negative
1867,baffling,Negative
1868,bait,Negative
1869,balk,Negative
1870,banal,Negative
1871,banalize,Negative
1872,bane,Negative
1873,banish,Negative
1874,banishment,Negative
1875,bankrupt,Negative
1876,barbarian,Negative
1877,barbaric,Negative
1878,barbarically,Negative
1879,barbarity,Negative
1880,barbarous,Negative
1881,barbarously,Negative
1882,barren,Negative
1883,baseless,Negative
1884,bash,Negative
1885,bashed,Negative
1886,bashful,Negative
1887,bashing,Negative
1888,bastard,Negative
1889,bastards,Negative
1890,battered,Negative
1891,battering,Negative
1892,batty,Negative
1893,bearish,Negative
1894,beastly,Negative
1895,bedlam,Negative
1896,bedlamite,Negative
1897,befoul,Negative
1898,beg,Negative
1899,beggar,Negative
1900,beggarly,Negative
1901,begging,Negative
1902,beguile,Negative
1903,belabor,Negative
1904,belated,Negative
1905,beleaguer,Negative
1906,belie,Negative
1907,belittle,Negative
1908,belittled,Negative
1909,belittling,Negative
1910,bellicose,Negative
1911,belligerence,Negative
1912,belligerent,Negative
1913,belligerently,Negative
1914,bemoan,Negative
1915,bemoaning,Negative
1916,bemused,Negative
1917,bent,Negative
1918,berate,Negative
1919,bereave,Negative
1920,bereavement,Negative
1921,bereft,Negative
1922,berserk,Negative
1923,beseech,Negative
1924,beset,Negative
1925,besiege,Negative
1926,besmirch,Negative
1927,bestial,Negative
1928,betray,Negative
1929,betrayal,Negative
1930,betrayals,Negative
1931,betrayer,Negative
1932,betraying,Negative
1933,betrays,Negative
1934,bewail,Negative
1935,beware,Negative
1936,bewilder,Negative
1937,bewildered,Negative
1938,bewildering,Negative
1939,bewilderingly,Negative
1940,bewilderment,Negative
1941,bewitch,Negative
1942,bias,Negative
1943,biased,Negative
1944,biases,Negative
1945,bicker,Negative
1946,bickering,Negative
1947,bid-rigging,Negative
1948,bigotries,Negative
1949,bigotry,Negative
1950,bitch,Negative
1951,bitchy,Negative
1952,biting,Negative
1953,bitingly,Negative
1954,bitter,Negative
1955,bitterly,Negative
1956,bitterness,Negative
1957,bizarre,Negative
1958,blab,Negative
1959,blabber,Negative
1960,blackmail,Negative
1961,blah,Negative
1962,blame,Negative
1963,blameworthy,Negative
1964,bland,Negative
1965,blandish,Negative
1966,blaspheme,Negative
1967,blasphemous,Negative
1968,blasphemy,Negative
1969,blasted,Negative
1970,blatant,Negative
1971,blatantly,Negative
1972,blather,Negative
1973,bleak,Negative
1974,bleakly,Negative
1975,bleakness,Negative
1976,bleed,Negative
1977,bleeding,Negative
1978,bleeds,Negative
1979,blemish,Negative
1980,blind,Negative
1981,blinding,Negative
1982,blindingly,Negative
1983,blindside,Negative
1984,blister,Negative
1985,blistering,Negative
1986,bloated,Negative
1987,blockage,Negative
1988,blockhead,Negative
1989,bloodshed,Negative
1990,bloodthirsty,Negative
1991,bloody,Negative
1992,blotchy,Negative
1993,blow,Negative
1994,blunder,Negative
1995,blundering,Negative
1996,blunders,Negative
1997,blunt,Negative
1998,blur,Negative
1999,bluring,Negative
2000,blurred,Negative
2001,blurring,Negative
2002,blurry,Negative
2003,blurs,Negative
2004,blurt,Negative
2005,boastful,Negative
2006,boggle,Negative
2007,bogus,Negative
2008,boil,Negative
2009,boiling,Negative
2010,boisterous,Negative
2011,bomb,Negative
2012,bombard,Negative
2013,bombardment,Negative
2014,bombastic,Negative
2015,bondage,Negative
2016,bonkers,Negative
2017,bore,Negative
2018,bored,Negative
2019,boredom,Negative
2020,bores,Negative
2021,boring,Negative
2022,botch,Negative
2023,bother,Negative
2024,bothered,Negative
2025,bothering,Negative
2026,bothers,Negative
2027,bothersome,Negative
2028,bowdlerize,Negative
2029,boycott,Negative
2030,braggart,Negative
2031,bragger,Negative
2032,brainless,Negative
2033,brainwash,Negative
2034,brash,Negative
2035,brashly,Negative
2036,brashness,Negative
2037,brat,Negative
2038,bravado,Negative
2039,brazen,Negative
2040,brazenly,Negative
2041,brazenness,Negative
2042,breach,Negative
